id,userName,title,artist,genre,year,listenedQty
1672,Dione Winnick,Buffalo,Madalyn Wenoa,barbadian pop,2015,59
1673,Ivett Warthman,Edmonton,Patricia Himelman,canadian contemporary r&b,2008,59
1674,Blake Burnside,Minneapolis,Fanny Buckler,pop,1999,59
1675,Ebonee Fillbert,Tunis,Farrah Diann,electropop,2004,60
1676,Alex Paine,Gaziantep,Linzy Zetta,british soul,2006,60
1677,Edyth Deny,Chuí,Lisette Phaidra,hip pop,2012,60
1678,Aubrie Louanna,Naples,Kerrin Thunell,pop,2000,60
1679,Liana Izaak,Alor Star,Belva Wildermuth,edm,2000,60
1680,Chrystel Ricki,Jerusalem,Glynnis Alwin,canadian contemporary r&b,1999,60
1681,Libbie Raama,Riyadh,Elora Germann,pop,2005,60
1682,Sarette Monk,Montreal,June Bethany,canadian pop,2000,60
1683,Di Darrell,Palma,Mathilda Fitzsimmons,dance pop,2015,60
1684,Bertine Oster,Linz,Gusella Poll,canadian contemporary r&b,2005,60
1685,Beverley McCutcheon,Kiev,Romona Bates,barbadian pop,2014,60
1686,Kirbee Halla,Oklahoma City,Julieta Olympium,latin,2003,60
1687,Jaime Israeli,Amman,Delilah Gerge,edm,2003,60
1688,Sonni Yusuk,Geneva,Eadie Radu,edm,2018,60
1689,Amara Juan,Charlotte,Noelle Wind,hip pop,2010,60
1690,Babita Danby,Muscat,Sandie Odysseus,dance pop,2008,61
1691,Ilse Wiener,Warsaw,Perry Egbert,barbadian pop,2017,61
1692,Maud Cyrie,Barcelona,Meriel Mendez,dance pop,2017,61
1693,Jobi Laverne,Brasília,Dorene Shuler,british soul,2016,61
1694,Roseline Revkah,Rabi Island,Mireielle Terrence,neo mellow,2008,61
1695,Carolina Kannry,Lahore,Cam Eckblad,boy band,2014,61
1696,Alameda Delacourt,Marrakech,Beverley Ariella,boy band,2010,61
1697,Elyssa Hillel,Kraków,Alie Lindemann,canadian pop,2022,61
1698,Devina Mallon,Munich,Claudina Zamora,boy band,2013,61
1699,Ninnetta Lorain,Longyearbyen,Marsiella Teddman,dance pop,1999,61
1700,Ruthe Glovsky,Antwerp,Aryn Terrence,barbadian pop,2019,61
1701,Dale Firmin,Enugu,Gaylene Ajay,canadian contemporary r&b,2006,61
1702,Gui Colleen,Regina,Felice Isidore,dance pop,2007,61
1703,Donnie Longfellow,Dibrugarh,Jessy Bartlett,electropop,2015,61
1704,Elmira Ricarda,Jamestown,Tybie Rad,electropop,2021,61
1705,Joelly Merat,Bloemfontein,Audrie Byrne,big room,2019,61
1706,Brandise Afton,Pyongyang,Jackie Elo,dance pop,2018,61
1707,Ursulina Amadas,City of San Marino,Kathy Giule,barbadian pop,2021,61
1708,Katleen Estella,Tiraspol,Gabi Annabella,pop,2010,62
1709,Elka Fiann,Arequipa,Lindie Casimir,canadian contemporary r&b,2013,62
1710,Norine Arley,Avarua,Maud Pelagias,neo mellow,2005,62
1711,Elena Dimitris,Nagpur,Gabi Fulmer,big room,2021,62
1712,Fina Center,Denpasar,Katuscha Zrike,canadian contemporary r&b,2018,62
1713,Shel Hanshaw,Doha,Carree Letsou,neo mellow,2007,62
1714,Edee Ferino,Gangtok,Desirae Jess,neo mellow,2010,62
1715,Max Kellby,Freetown,Esmeralda Cordi,boy band,2020,62
1716,Julieta Creamer,Budapest,Cyndie Newell,hip pop,2016,62
1717,Lorne Mauer,Blantyre,Petronia Emmy,edm,2005,62
1718,Ethel Zeeba,Vatican City,Sue Stav,boy band,2002,62
1719,Florencia Rooney,Canberra,Tomasina Bronk,art pop,2006,62
1720,Annaliese Carleen,Port Hedland,Vonny Dreda,electropop,2016,62
1721,Caressa Ephrem,Rotterdam,Paola Philoo,big room,2020,62
1722,Felice Nelsen,Albuquerque,Arabel Sallyann,canadian pop,2016,62
1723,Kalina Reinke,Da Nang,Aili Barrus,neo mellow,2011,62
1724,Dyann Urania,Nanning,Jerry Winnick,art pop,2003,62
1725,Georgetta Dowski,Portland,Fanny Lory,dance pop,2008,62
1726,Roslyn Revkah,Paramaribo,Sibella Louanna,latin,2008,63
1727,Deirdre Christal,Jayapura,Etta Ries,boy band,2005,63
1728,Hyacinthe Cutlerr,Valletta,Jordan Presber,dance pop,2009,63
1729,Camile Brenn,Kaohsiung,Mahalia Wu,dance pop,2020,63
1730,Robbi Briney,Virginia Beach,Florie Juliet,neo mellow,2003,63
1731,Lisette Tamsky,Fukuoka,Viki Stilwell,canadian pop,2018,63
1732,Correy Thunell,Bulawayo,Damaris Azeria,canadian pop,2022,63
1733,Darlleen Firmin,Zürich,Tamqrah Weitman,big room,2012,63
1734,Cherilyn Atcliffe,Chengdu,Helsa Fontana,boy band,2016,63
1735,Cherrita Chesna,Chongjin,Georgina Barbey,dance pop,1999,63
1736,Drucie Fillbert,Asunción,Maridel Lumbard,electropop,2007,63
1737,Neila Kenney,Da Nang,Lilith Hull,pop,2020,63
1738,Gretal Bethany,Porto-Novo,Jenilee Tacye,british soul,2019,63
1739,Tonia Billye,Bishkek,Zia Rooney,boy band,2002,64
1740,Loree Charmine,Calama,Sam Sallyann,canadian pop,2018,64
1741,Ada Azeria,Ouagadougou,Katharina Maurine,hip pop,2015,64
1742,Romona Philoo,Okinawa,Rori Chandler,edm,2017,64
1743,Roslyn Glovsky,Novosibirsk,Almeta Faria,canadian pop,2002,64
1744,Beatriz Dominy,Ulan Bator,Kayla Tybald,boy band,2011,64
1745,Odessa Means,Madrid,Ashlee Rese,boy band,2004,64
1746,Lanae Standing,Bergen,Brietta Kazimir,art pop,2022,64
1747,Kara-Lynn Peg,Bandung,Margalo Jammal,canadian pop,2010,64
1748,Ivett Lutero,Buenos Aires,Rhoda Munn,barbadian pop,2019,64
1749,Mireielle Egbert,Lhasa,Kayla Wittie,barbadian pop,2000,64
1750,Valli Bivins,San Fernando,Paola Goldina,boy band,2001,64
1751,Sarette Amadas,Cayenne,Barbara Seessel,boy band,2006,64
1752,Dennie Garrison,Wichita,Silvana O'Neill,edm,2003,64
1753,Charlena Vharat,Angra do Heroísmo,Maisey Irmine,pop,2001,64
1754,Rozele Zina,Madrid,Correy Allare,british soul,2010,65
1755,Fina Fosque,Adana,Zia Ferino,canadian contemporary r&b,2000,65
1756,Gui Genna,Tabriz,Hayley Milde,pop,2012,65
1757,Deloria Schwejda,Charlottetown,Darci Sparhawk,dance pop,2015,65
1758,Wileen Lewes,Ahmedabad,Carmencita Bashemeth,latin,2009,65
1759,Karena Sammons,Barranquilla,Rori Frodi,canadian pop,2019,65
1760,Regina Obed,Kaohsiung,Sabina Bow,british soul,2006,65
1761,Rosabelle Capello,Naples,Daryl Fiann,edm,2020,65
1762,Vita Breed,Fort-de-France,Layla Ball,neo mellow,2006,65
1763,Genovera Dermott,Ilhéus,Collen Boycey,dance pop,2010,65
1764,Keelia Madelene,Lusaka,Deedee Riordan,boy band,2006,65
1765,Cissiee Zachary,Islamabad,Brena Kimmie,boy band,2013,65
1766,Aaren Bryna,Yogyakarta (city),Aimil Moseley,latin,2011,66
1767,Constance Cressida,Iloilo City,Cristine Nunci,boy band,2022,66
1768,Lynea Klemperer,Chisinau,Tobe Pitt,canadian contemporary r&b,2009,66
1769,Teriann Zamora,Suez,Tera Gusella,boy band,2004,66
1770,Viki Kazimir,Mbabane,Mady Swanhildas,canadian pop,2021,66
1771,Tami Stacy,Sarajevo,Tatiania Elo,british soul,2016,66
1772,Corene Etom,Jerusalem,Marinna Zuzana,electropop,2002,66
1773,Wendi Tayib,Belém,Deedee Ochs,electropop,2001,66
1774,Priscilla Jorgan,Paramaribo,Charissa Zaslow,british soul,2014,66
1775,Jessy Himelman,Yaren District,Nadine McClimans,neo mellow,2022,66
1776,Marleah Roscoe,Bergen,Roberta Randene,canadian pop,2019,66
1777,Carmela Tacye,Tegucigalpa,Tani Kaete,british soul,2019,66
1778,Carilyn Harned,Timbuktu,Cathie Ralfston,edm,2016,66
1779,Mary Odysseus,Pontianak,Mady Lane,dance pop,2003,66
1780,Justinn Brandice,Izmir,Theodora Mitzi,pop,2007,66
1781,Sonni Martguerita,Kuching,Minda Parsaye,british soul,2015,66
1782,Jenilee Tomasina,Nanjing,Rochette Barney,boy band,2011,66
1783,Joceline Colbert,Kota Kinabalu,Lucy Screens,canadian contemporary r&b,2003,66
1784,Isa Liva,Córdoba,Dotty Adore,dance pop,2021,66
1785,Brietta Edee,San Salvador,Gratia Bebe,electropop,2009,66
1786,Nita Joeann,Shanghai,Fina Havens,art pop,2014,66
1787,Arlina Parette,Horta (Azores),Mellicent Hertzfeld,barbadian pop,2013,67
1788,Christy Jefferey,Ibadan,Frances Allare,hip pop,2022,67
1789,Vevay Irmine,Cotonou,Hildegaard Chobot,edm,2008,67
1790,Corina Ietta,Fort-de-France,Florie Berl,dance pop,2013,67
1791,Britte Kenwood,Phoenix,Kellen Chobot,art pop,2015,67
1792,Vanessa Wenoa,Yekaterinburg,Melodie Connelly,hip pop,1999,67
1793,Krystle Kress,Sofia,Fidelia Kamaria,canadian contemporary r&b,2012,67
1794,Sharlene Goldina,Geneva,Adore Autrey,hip pop,2018,67
1795,Gwyneth Giule,Dongguan,Dotty Noman,electropop,2000,67
1796,Annabela Yam,Dhaka,Ada Bahr,boy band,2021,67
1797,Rozele Himelman,Lisbon,Rosene Anis,edm,2003,67
1798,Ekaterina Jary,Hangzhou,Eolanda Lauraine,dance pop,2021,67
1799,Adriana Bahr,New Orleans,Selia Baptlsta,hip pop,2003,68
1800,Annabela Dimitris,Gold Coast,Noelle Timon,dance pop,2019,68
1801,Blake Sothena,Wuhan,Chickie McLaughlin,dance pop,2003,68
1802,Miquela Carvey,Macau,Zia Claudine,boy band,2003,68
1803,Katuscha Destinee,Namangan,Selma Callista,boy band,2014,68
1804,Anica Othilia,Norilsk,Natka Brotherson,edm,2008,68
1805,Tracey Burkle,Amritsar,Krystle Huggins,dance pop,2022,68
1806,Marcelline Etom,Hargeisa,Mureil Sadowski,neo mellow,1999,68
1807,Mathilda Zeeba,Lomé,Wileen Garrison,dance pop,2019,68
1808,Merry Tannie,Malang,Livvyy Clara,barbadian pop,2010,68
1809,Janenna Bethany,Kingstown,Millie Bollay,latin,2015,68
1810,Quintina Peti,Kandahar,Margette Kalinda,edm,2010,68
1811,Grier Fry,Kuching,Yvonne Bearnard,boy band,2015,68
1812,Jean Truc,Shijiazhuang,Merry Dearborn,dance pop,2017,68
1813,Farrah Casimir,Cali,Tonia Jena,hip pop,2018,68
1814,Sabina Dosia,Tabriz,Gretal Maisey,boy band,2013,68
1815,Blondelle Lorain,Strasbourg,Lindie Eachern,dance pop,2009,68
1816,Atlanta Daniele,Guadalajara,Arlena Diogenes,neo mellow,2016,69
1817,Cathie Hathaway,Mersin,Damaris Kolnick,dance pop,1999,69
1818,Cathie Raseda,Malmö,Vanessa Colbert,boy band,2018,69
1819,Marcy Morehouse,Denpasar,Claudina Elephus,pop,2009,69
1820,Cassandra Argus,Arequipa,Queenie Sadowski,canadian contemporary r&b,2015,69
1821,Kore Saunderson,Padang,Laurene Ambrosia,electropop,2008,69
1822,Constance Margret,Brazzaville,Mariann Cornelia,dance pop,2009,69
1823,Jackie Luhe,Saskatoon,Rori Cottle,boy band,2012,69
1824,Tori Sothena,Belize City,Stevana Montgomery,big room,2002,69
1825,Lynde Ashok,Kabul,Melanie Karylin,neo mellow,2010,69
1826,Shaine Stanwood,Cotonou,Steffane Cecile,hip pop,1999,69
1827,Jeanna Vivle,Caracas,Mariele Dosia,canadian contemporary r&b,2001,69
1828,Bibby Celestine,Lucknow,Brena Devlen,canadian pop,2009,70
1829,Ariela Hunfredo,Beirut,Romona Brittani,dance pop,2003,70
1830,Corly Bebe,Hamburg,Alexine Lareena,dance pop,2008,70
1831,Natka Riva,Almaty,Ashlee Solitta,neo mellow,2002,70
1832,Ira Odell,Mersin,Patricia Lane,latin,2013,70
1833,Rosene Grosz,Patna,Edyth Xerxes,dance pop,2015,70
1834,Tori Sandye,Wichita,Rani Yerkovich,pop,2014,70
1835,Flo Crudden,Bratsk,Korrie Silvan,pop,2013,70
1836,Wileen Fairweather,Kingstown,Layla Germann,big room,1999,70
1837,Lucy Ferino,Antananarivo,Melina Yam,dance pop,2004,70
1838,Renae Gregrory,Miami,Jenda Hunfredo,latin,2020,70
1839,Aryn Cornelia,Buffalo,Nelle Docilla,big room,2016,70
1840,Judy Frodi,Bissau,Lauryn Bertold,neo mellow,2019,70
1841,Lory Karylin,Rio Branco,Siana Kalinda,art pop,2006,70
1842,Jacquetta Lattie,Santa Cruz de la Sierra,Pollyanna Ralfston,barbadian pop,2009,70
1843,Jinny Eckblad,Koulikoro,Tonia Brotherson,dance pop,2018,70
1844,Micheline Lymann,Surat Thani,Willetta Fadiman,latin,2015,70
1845,Melanie Stacy,Muscat,Jennica Moseley,canadian pop,2016,71
1846,Tarra Olin,Amman,Raf Kauppi,boy band,2021,71
1847,Wilma Eckblad,Podgorica,Sonni Nicoline,art pop,2019,71
1848,Dorice Raul,Podgorica,Priscilla Ethban,british soul,2018,71
1849,Mamie Germann,Kobe,Fanchon Girardo,big room,2002,71
1850,Inga Zola,Mendoza,Alleen Dom,barbadian pop,2016,71
1851,Blondelle Fennessy,Lucknow,June Mott,canadian contemporary r&b,2020,71
1852,Gusty Pozzy,Nakhon Ratchasima,Lynde Teddman,barbadian pop,2017,71
1853,Ashlee Nester,Blantyre,Neila Adore,dance pop,2019,71
1854,Celestyna Longfellow,Chaguanas,Averyl Heisel,british soul,2011,71
1855,Blake Allys,Lucknow,Dorthy Honoria,neo mellow,2000,71
1856,Nadine Connelly,Christchurch,Candy Ventre,dance pop,2001,71
1857,Danny Bow,Nicosia,Charmaine Ricki,hip pop,2007,72
1858,Jasmina Deegan,Monrovia,Lusa Hepsibah,dance pop,2021,72
1859,Nariko Cordi,Kabul,Renie Schroth,edm,2012,72
1860,Demetris Merna,Shenyang,Nikki Wattenberg,canadian contemporary r&b,2013,72
1861,Catharine Mike,Naypyidaw,Halette Matthew,pop,2011,72
1862,Elfreda Brotherson,Palma,Valera Kaja,barbadian pop,2009,72
1863,Merry Nahum,Amsterdam,Katleen Stephie,edm,2006,72
1864,Arlena Sacken,Cotonou,Althea Angelis,latin,2001,72
1865,Corry Grobe,Agartala,Zsa Zsa Eben,pop,2017,72
1866,Ardys Gaal,Yogyakarta (city),Adelle Jacobah,dance pop,2003,72
1867,Caritta Birdella,Addis Ababa,Gaylene Cecile,pop,2000,72
1868,Jillayne Curren,Luxor,Rivalee Dowski,hip pop,2015,72
1869,Konstance Federica,Padang,Anallese Mathilde,neo mellow,2019,72
1870,Kylynn Hachmin,Abuja,Gusty Nickola,barbadian pop,2014,72
1871,Hollie Cyrie,Sarajevo,Moyna Luhe,dance pop,2001,72
1872,Frieda Riva,La Paz,Genevra Avi,pop,2007,72
1873,Anthia Suzetta,Arbil,Frank Evangelia,barbadian pop,2016,73
1874,Rosabelle Hanshaw,Lagos,Loree Bendick,british soul,2021,73
1875,Deirdre Cristi,Ürümqi,Sybille Swigart,canadian contemporary r&b,2014,73
1876,Shell Burch,Arequipa,Rosene Genna,edm,2016,73
1877,Nita Roumell,Wonsan,Margarette Alrich,boy band,2015,73
1878,Beth Eliathas,Brasília,Vere Kathie,pop,2020,73
1879,Tomasina Malanie,Iquique,Tonia Tristram,canadian contemporary r&b,2002,73
1880,Aurore Bearnard,Balikpapan,Liana Stacy,art pop,2002,73
1881,Jerry Santoro,Lucknow,Renie Robertson,hip pop,2005,73
1882,Stacey Dulciana,Willemstad,Rhoda Turne,dance pop,2001,73
1883,Orsola Klotz,Brasília,Linet Fulmer,british soul,2001,73
1884,Marguerite Teryn,Baltimore,Daune Dosia,dance pop,2016,73
1885,Gertrud Bury,Asmara,Leontine Gaspard,pop,2003,73
1886,Giustina Orpah,Makassar,Karly Beniamino,latin,2003,73
1887,Madelle Ferrell,Tartu,Sara-Ann Greyson,barbadian pop,2005,73
1888,Isa Borrell,Porto,Dyann Lamoree,canadian pop,2001,73
1889,Shauna Wesle,Davao City,Jinny Saunderson,latin,2003,73
1890,Heida McLaughlin,Dibrugarh,Lucy Daniele,british soul,2003,74
1891,Bernardine Buckler,Gaziantep,Carolina Kathie,hip pop,2001,74
1892,Wendi Ajay,Zagreb,Harmonia Joeann,barbadian pop,2007,74
1893,Diena Wenda,Konya,Nonnah Joachim,art pop,2011,74
1894,Louella Garlinda,Nantes,Jaclyn Malanie,british soul,2010,74
1895,Miquela Zuzana,Luxor,Barbara Guildroy,big room,2003,74
1896,Deane Dichy,Santiago de Cuba,Chloris Casimir,art pop,2000,74
1897,Marnia Tayib,Aarhus,Johna Dominy,boy band,2014,74
1898,Joceline Bonilla,Kyoto,Korrie Burnside,canadian pop,2009,74
1899,Wilma Hillel,Jaipur,Shirlee Stacy,neo mellow,2003,74
1900,Jasmina Emanuel,Monaco,Nita Kolnick,hip pop,2008,74
1901,Penelopa Libna,New York City,Ronna Morrill,neo mellow,2004,74
1902,Alexine Bluh,Banda Aceh,Lauryn Brittani,dance pop,2022,74
1903,Marylou Scammon,Kabul,Nelle Sheedy,latin,2003,74
1904,Phylis Orpah,Belize City,Madeleine Ranjiv,edm,2001,74
1905,Annecorinne Bigner,Balikpapan,Kristina Truc,big room,2008,74
1906,Vivia Gwenore,Tartu,Viki Bettine,hip pop,2010,74
1907,Agnese Raseda,Montreal,Stephanie Leler,hip pop,2003,74
1908,Raquela Roxanna,Stockholm,Arlena Chesna,hip pop,2021,74
1909,Kimmy Allys,Pelotas,Janenna Stanwood,neo mellow,2008,75
1910,Rozele Felecia,Seville,Drucie Kendrick,canadian pop,2004,75
1911,Lindie Nester,Bursa,Eugine Gwenore,dance pop,2007,75
1912,Nonnah Felecia,Medan,Morganica Sheedy,canadian contemporary r&b,2008,75
1913,Doralynne Niles,Kandy,Paulita Briney,big room,2020,75
1914,Carmencita Behre,Jersey City,Rosanne Behre,art pop,2004,75
1915,Teriann Stover,Liverpool,Dacia Eachern,british soul,2001,75
1916,Kara-Lynn Garek,Whitehorse,Elfreda Isidore,edm,2000,75
1917,Edith Jethro,Zapopan,Michaelina Cavan,edm,2016,75
1918,Lila Amasa,Portland,Nariko Fink,art pop,2020,75
1919,Deane Kunin,Omsk,Beverley Blake,big room,2010,75
1920,Sallie Zola,Hargeisa,Kristina Glenden,edm,2003,75
1921,Marylou Giule,Djibouti (city),Gisela Rhu,british soul,2009,75
1922,Raina Rosette,Salzburg,Harmonia Hathaway,canadian pop,2015,76
1923,Doro Hourigan,London,Oralee Florina,pop,2002,76
1924,Gaylene Tound,St. John's,Kayla Nadia,canadian contemporary r&b,2019,76
1925,Elora Doig,Milwaukee,Kial Alva,canadian contemporary r&b,2001,76
1926,Brooks Tengdin,Dunedin,Lusa Tacye,dance pop,2022,76
1927,Carree Braun,Bogotá,Madeleine Talia,canadian pop,2022,76
1928,Carly Ochs,Monaco,Alyda Leifeste,hip pop,2010,76
1929,Kayla Kylander,Antwerp,Joeann Gabrielli,barbadian pop,2001,76
1930,Hope Lasley,Dunedin,Hermione Nisbet,barbadian pop,2020,76
1931,Rosaline Argus,Nouméa,Jean Muriel,boy band,2011,76
1932,Lisette Huggins,Omsk,Lorne Geffner,latin,2004,76
1933,Evaleen Mike,Malmö,Nariko Vharat,electropop,2017,76
1934,Atlanta Saunderson,Graz,Damaris Durante,canadian contemporary r&b,2022,76
1935,Annice Orpah,Maputo,Britni Fry,art pop,2008,76
1936,Cacilie Carvey,Gangtok,Tracey Urias,canadian pop,2000,76
1937,Mady Ax,Reykjavík,Dode Rona,dance pop,2002,76
1938,Tatiania Girardo,Tashkent,Chere Saint,electropop,2015,76
1939,Belinda Gibbeon,Cusco,Starla Longfellow,pop,2010,76
1940,Petronia Erb,Vancouver,Leontine Elsinore,boy band,2010,76
1941,Mariann Erich,Providence,Keelia Couture,latin,2006,76
1942,Benita Dash,Shijiazhuang,Merle Narton,hip pop,2021,76
1943,Rebeca Mintz,Handan,Steffane Swanhildas,latin,2000,76
1944,Bee Rosette,Saint John,Hermione Mintz,art pop,2021,77
1945,Dacia Remmer,Novosibirsk,Elyssa Pierette,latin,2007,77
1946,Jsandye Karna,Kano,Orelia Cleo,british soul,2006,77
1947,Dennie Virgin,Longyearbyen,Morganica Jacqui,barbadian pop,2005,77
1948,Tera Romelda,Rosario,Ernesta Leopold,barbadian pop,2006,77
1949,Elena Rosemary,Düsseldorf,Tybie Stephie,art pop,2018,77
1950,Anthia Morrill,Gaborone,Sean Carey,edm,2022,77
1951,Kathy Saree,Francistown,Augustine Pierette,dance pop,2014,77
1952,Natka Dudley,Shanghai,Hettie Edmund,british soul,2010,77
1953,Livvyy Trinetta,Tallinn,Lynde Vivle,boy band,2013,77
1954,Mariele Hachmin,Oklahoma City,Ebonee Emmy,big room,1999,77
1955,Karolina Papageno,Qingdao,Louella Dudley,latin,2002,77
1956,Deane Noelyn,Kraków,Rhoda Kaete,electropop,2020,77
1957,Fanny Pulsifer,Kolkata,Robbi Colp,canadian contemporary r&b,2003,78
1958,Chloris Tamar,Longyearbyen,Natka Robertson,edm,2011,78
1959,Tressa Mott,Incheon,Sue Caitlin,canadian contemporary r&b,2008,78
1960,Marsiella Giff,Sofia,Jenilee Natalia,dance pop,2016,78
1961,Anica Erlandson,Faisalabad,Fina Amasa,art pop,2004,78
1962,Carilyn Naor,Greenwich,Kellen Egbert,latin,2012,78
1963,Caritta Cordi,Dresden,Sheree Pip,boy band,2000,78
1964,Gusty Annice,Mbabane,Leanna Juliet,barbadian pop,2015,78
1965,Myrtice Berriman,Tijuana,Gale Sancho,barbadian pop,2005,78
1966,Nananne Dichy,Medellín,Siana Baptlsta,electropop,2001,79
1967,Ginnie Pyle,Bangalore,Viki Felecia,edm,2003,79
1968,Violet Ophelia,Maseru,Luci Bartlett,edm,2020,79
1969,Amii Garbe,Dongguan,Alie Loring,art pop,2004,79
1970,Nanete Jacobah,Asmara,Henriette Grimbly,electropop,2021,79
1971,Deloria Peonir,Luxor,Alleen Wilkinson,electropop,1999,79
1972,Kimberley Horan,Vladivostok,Teriann Parette,pop,2014,79
1973,Anestassia Maiah,Rabi Island,Priscilla Kaete,pop,2022,79
1974,Andeee Riva,Zhengzhou,Vita Cloris,british soul,2019,79
1975,Gretal Raychel,Taipei,Jackie Braun,barbadian pop,2018,79
1976,Myrtice Ackerley,Shijiazhuang,Annecorinne Gale,latin,2006,79
1977,Diena Kazimir,Puebla,Zaria Egbert,dance pop,2015,79
1978,Kayla Douglass,City of Halifax,Kylynn Elephus,big room,2020,79
1979,Daphne Faro,Cebu City,Mahalia Pyle,latin,2017,79
1980,Maud Graig,Manama,Dale Rese,big room,2005,79
1981,Britte Crudden,Kaesong,Ardeen Tufts,dance pop,2016,79
1982,Bernie Wiener,Alexandria,Kathi Tatianas,canadian pop,2005,79
1983,Monika Hollingsworth,Calama,Tybie Denis,barbadian pop,2004,79
1984,Darlleen Phaidra,Washington,Pamella Ramona,pop,2003,80
1985,Melanie Jobi,Atlanta,Catrina Ammann,dance pop,2009,80
1986,Constance Norvol,Maseru,Lisette Rozanna,hip pop,2014,80
1987,Edee Korey,Kanpur,Adriana Rheingold,boy band,2021,80
1988,Rebeca Revkah,Ponta Delgada,Kary Wilkinson,barbadian pop,2020,80
1989,Janis Cottle,Mersin,Dennie Ochs,edm,2009,80
1990,Alia Loring,Tagbilaran,Susan Meter,latin,2016,80
1991,Gertrud Bearnard,Salt Lake City,Merrie Nerita,edm,2013,80
1992,Marsiella Isacco,Port-au-Prince,Heddie Mike,art pop,2014,80
1993,Gwenneth Sawtelle,Port Moresby,Lita Constancy,british soul,2008,80
1994,Grier Lanita,Manila,Glenda Radu,dance pop,2021,80
1995,Aaren Love,Leeds,Dacia Marijo,canadian contemporary r&b,2008,81
1996,Heida Elbertina,Niamey,Sarette Lacombe,british soul,2019,81
1997,Ermengarde Gibbeon,Seattle,Edee Ax,canadian contemporary r&b,2015,81
1998,Margalo Brandice,Durban,Calla Gunn,neo mellow,1999,81
1999,Collen Kunin,Milwaukee,Amii Berne,pop,2016,81
2000,Aubrie Odell,Mexicali,Nataline Roarke,electropop,2007,81
2001,Sadie Harriman,Yangon,Ericka Harday,big room,2004,81
2002,Pierette Teryn,Manzini,Dione Behre,pop,2018,81
2003,Etta Sawtelle,Vitória,Ottilie Means,neo mellow,2018,81
2004,Nelle Berne,Fredericton,Shel Salchunas,big room,2002,81
2005,Althea Radu,Doha,Ninnetta Ball,dance pop,2008,81
2006,Zia Gordon,Kandahar,Elise Gaal,edm,2007,81
2007,Minne Brackely,Dodoma,Wileen Granoff,british soul,2022,80
2008,Verla Ioab,Makati City,Agnese Agle,big room,2014,80
2009,Paulita Elephus,Rosario,Pollyanna Durware,canadian pop,2013,80
2010,Nadine Belldas,Mérida,Heddie Percy,canadian pop,2005,80
2011,Lisette Travax,Davao City,Rosene Konyn,dance pop,2008,80
2012,Gilligan Kosey,Wellington,Romona Killigrew,dance pop,2003,80
2013,Shauna Izaak,San Diego,Mariele Carleen,dance pop,2006,80
2014,Kary Greenwald,Gold Coast,Tani Virgin,big room,2018,80
2015,Raina Larochelle,Tianjin,Phylis Herrera,hip pop,2002,80
2016,Elfreda Othilia,Zanzibar City,Lenna Schenck,electropop,2001,80
